name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	name2
NR_109806	chr9	+	120410883	120419304	120419304	120419304	6	LOC101928797
NM_138554	chr9	+	120466452	120479769	120466750	120476926	3	TLR4
NM_138557	chr9	+	120466452	120479769	120475006	120476926	2	TLR4
NM_003266	chr9	+	120466452	120479769	120470867	120476926	4	TLR4
NR_029604	chr9	-	123007256	123007328	123007328	123007328	1	MIR147A
NM_012164	chr9	-	123519253	123555740	123526836	123550536	8	FBXW2
NR_027442	chr9	+	123555774	123561009	123561009	123561009	2	LOC100288842
NM_005658	chr9	-	123664670	123689173	123667297	123688353	8	TRAF1
NM_001286843	chr9	-	123631850	123639606	123632180	123637019	5	PHF19
NM_001286842	chr9	-	123617928	123631189	123620221	123629230	10	PHF19
NM_015651	chr9	-	123617928	123639606	123620221	123637019	15	PHF19
NR_024408	chr9	+	123605319	123616651	123616651	123616651	4	PSMD5-AS1
NM_001286840	chr9	-	123617928	123657174	123620221	123657107	15	PHF19
NM_001190947	chr9	-	123664670	123676850	123667297	123675944	6	TRAF1
NM_001190945	chr9	-	123664670	123691451	123667297	123688353	9	TRAF1
NR_104601	chr9	-	123617928	123631189	123631189	123631189	9	PHF19
NM_001009936	chr9	-	123631850	123639606	123631963	123637019	5	PHF19
NM_016322	chr9	-	123940414	123964365	123943673	123955690	8	RAB14
NM_001127663	chr9	+	124030379	124095120	124044729	124094881	19	GSN
NM_001127666	chr9	+	124030379	124095120	124062380	124094881	19	GSN
NM_001127664	chr9	+	124030379	124095120	124064249	124094881	19	GSN
NM_001127665	chr9	+	124030379	124095120	124064249	124094881	19	GSN
NM_001258030	chr9	+	124048857	124095120	124049024	124094881	17	GSN
NM_001127662	chr9	+	124030379	124095120	124064249	124094881	17	GSN
NM_000177	chr9	+	124062078	124095120	124062139	124094881	17	GSN
NM_198252	chr9	+	124030379	124095120	124064249	124094881	18	GSN
NM_001127667	chr9	+	124030379	124095120	124062380	124094881	19	GSN
NM_001258029	chr9	+	124048358	124095120	124048421	124094881	17	GSN
NR_103560	chr9	-	124043045	124047808	124047808	124047808	1	GSN-AS1
NR_039690	chr9	-	124882360	124882446	124882446	124882446	1	MIR4478
NM_199160	chr9	-	124964855	124991091	124966979	124991019	9	LHX6
NR_027125	chr9	-	125001833	125027143	125027143	125027143	7	RBM18
NM_014368	chr9	-	124964855	124991091	124967038	124991019	10	LHX6
NM_001286828	chr9	+	124922186	124962367	124922251	124936870	4	MORN5
NM_001242334	chr9	-	124964855	124989865	124967038	124989756	9	LHX6
NM_033117	chr9	-	125001833	125027143	125004162	125023771	6	RBM18
NM_001242335	chr9	-	124964855	124984019	124967038	124979380	7	LHX6
NM_001242333	chr9	-	124964855	124990707	124966979	124990636	9	LHX6
NM_198469	chr9	+	124922186	124962367	124922251	124962210	5	MORN5
NR_027126	chr9	-	125001833	125027143	125027143	125027143	7	RBM18
NM_080591	chr9	+	125133283	125157982	125133363	125154823	11	PTGS1
NM_001271367	chr9	+	125133283	125157982	125140827	125154823	11	PTGS1
NM_000962	chr9	+	125133283	125157982	125133363	125154823	11	PTGS1
NM_001271368	chr9	+	125132808	125157982	125134094	125154823	12	PTGS1
NM_001271164	chr9	+	125133283	125157982	125133363	125154823	10	PTGS1
NM_001271165	chr9	+	125137600	125157982	125140827	125154823	10	PTGS1
NM_001271166	chr9	+	125132808	125157982	125140827	125154823	11	PTGS1
NM_054107	chr9	+	125273080	125274022	125273080	125274022	1	OR1J2
NM_012363	chr9	-	125288636	125289572	125288636	125289572	1	OR1N1
NM_001004452	chr9	+	125281419	125282361	125281419	125282361	1	OR1J4
NM_001004451	chr9	-	125239236	125240205	125239236	125240205	1	OR1J1
NM_001004450	chr9	-	125390857	125391814	125390857	125391814	1	OR1B1
NM_012364	chr9	+	125377016	125377961	125377016	125377961	1	OR1Q1
NM_001004457	chr9	+	125315448	125316441	125315448	125316441	1	OR1N2
NM_001004454	chr9	-	125329826	125330756	125329826	125330756	1	OR1L8
NM_001005236	chr9	+	125423994	125424927	125423994	125424927	1	OR1L1
NM_001005235	chr9	+	125486268	125487204	125486268	125487204	1	OR1L4
NM_001005234	chr9	+	125437408	125438383	125437408	125438383	1	OR1L3
NM_080859	chr9	+	125562401	125563352	125562401	125563352	1	OR1K1
NM_001004453	chr9	+	125512126	125513062	125512126	125513062	1	OR1L6
NM_001001923	chr9	+	125551211	125552174	125551211	125552174	1	OR5C1
NM_020924	chr9	-	125680377	125693779	125680887	125682213	2	ZBTB26
NM_018835	chr9	-	125616023	125667562	125616152	125659788	18	RC3H2
NM_006626	chr9	-	125670334	125675607	125673076	125674351	2	ZBTB6
NM_001100588	chr9	-	125611731	125667562	125611905	125659788	21	RC3H2
NM_005388	chr9	-	125580375	125590935	125582363	125589066	4	PDCL
NR_003071	chr9	-	125642491	125642598	125642598	125642598	1	SNORD90
NM_005294	chr9	+	125795921	125797944	125796845	125797895	2	GPR21
NR_026677	chr9	-	125871772	125877756	125877756	125877756	1	MIR600HG
NR_030331	chr9	-	125873824	125873922	125873922	125873922	1	MIR600
NM_173689	chr9	+	126118445	126141034	126118539	126139341	13	CRB2
NR_030332	chr9	-	126164803	126164882	126164882	126164882	1	MIR601
NR_104603	chr9	+	126131057	126142614	126142614	126142614	9	CRB2
NR_106972	chr9	-	126247807	126247901	126247901	126247901	1	MIR7150
NM_004789	chr9	+	126773888	126795442	126774627	126794986	5	LHX2
NM_001166171	chr9	+	127054249	127114719	127055219	127113226	11	NEK6
NR_027406	chr9	+	127115751	127121463	127121463	127121463	1	LOC100129034
NM_001166167	chr9	+	127019884	127114719	127019975	127113226	10	NEK6
NM_001166170	chr9	+	127054249	127114719	127064243	127113226	10	NEK6
NM_001166169	chr9	+	127054698	127114719	127054772	127113226	10	NEK6
NM_001166168	chr9	+	127020529	127114719	127064243	127113226	10	NEK6
NM_014397	chr9	+	127020195	127114719	127064243	127113226	10	NEK6
NM_001145001	chr9	+	127020195	127114719	127055219	127113226	11	NEK6
NM_004959	chr9	-	127243514	127269699	127245036	127265674	7	NR5A1
NR_029611	chr9	+	127454720	127454830	127454830	127454830	1	MIR181A2
NR_038975	chr9	+	127420714	127460907	127460907	127460907	2	MIR181A2HG
NR_029782	chr9	+	127455988	127456077	127456077	127456077	1	MIR181B2
NM_001276376	chr9	+	127615695	127620170	127616508	127619909	8	WDR38
NM_001276375	chr9	+	127615695	127620170	127615810	127619909	9	WDR38
NM_001276374	chr9	+	127615695	127620170	127615810	127619909	9	WDR38
NM_001045476	chr9	+	127615695	127620170	127615810	127619909	9	WDR38
NM_182487	chr9	+	127539436	127577170	127539549	127572691	8	OLFML2A
NM_030978	chr9	+	127631483	127639696	127631569	127639219	4	ARPC5L
NM_007209	chr9	-	127620157	127624240	127620196	127624191	4	RPL35
NM_001282715	chr9	+	127563152	127577170	127563326	127572691	5	OLFML2A
NM_005347	chr9	-	127997126	128003666	127998870	128003405	8	HSPA5
NM_005833	chr9	+	127962861	127996438	127965292	127996259	8	RABEPK
NM_001174153	chr9	+	127962820	127996438	127965292	127996259	8	RABEPK
NM_001174152	chr9	+	127962820	127996438	127965292	127996259	9	RABEPK
NM_001282681	chr9	+	128061168	128127290	128061200	128125025	25	GAPVD1
NR_122032	chr9	-	128506033	128508208	128508208	128508208	2	LOC51145
NR_121584	chr9	-	129032402	129038194	129038194	129038194	3	LOC101929116
NR_045006	chr9	-	129170053	129172783	129172783	129172783	1	NRON
NM_001174147	chr9	+	129376721	129463311	129376728	129458730	8	LMX1B
NM_001174146	chr9	+	129376721	129463311	129376728	129458730	8	LMX1B
NM_002316	chr9	+	129376721	129463311	129376728	129458730	8	LMX1B
NM_001135776	chr9	+	129567284	129600487	129594788	129596192	2	ZBTB43
NM_014007	chr9	+	129567284	129600487	129594788	129596192	3	ZBTB43
NM_012098	chr9	-	129849627	129885044	129851217	129871010	5	ANGPTL2
NM_014580	chr9	+	130159416	130170170	130159509	130169528	10	SLC2A8
NM_007135	chr9	+	130186652	130207651	130187066	130207476	5	ZNF79
NM_001271712	chr9	+	130159416	130170170	130162248	130169528	8	SLC2A8
NM_001271711	chr9	+	130159416	130170170	130159509	130169476	9	SLC2A8
NM_001005374	chr9	+	130214533	130265780	130216806	130265178	25	LRSAM1
NR_002449	chr9	-	130210780	130210916	130210916	130210916	1	SNORA65
NM_138361	chr9	+	130213764	130265780	130216806	130265178	25	LRSAM1
NM_000976	chr9	-	130209952	130213711	130209999	130213596	7	RPL12
NM_001005373	chr9	+	130213764	130265780	130216806	130265178	26	LRSAM1
NM_001286697	chr9	+	130186652	130207651	130191166	130207476	6	ZNF79
NM_001286696	chr9	+	130186652	130207651	130191166	130207476	5	ZNF79
NM_001190723	chr9	+	130213764	130265780	130216806	130265178	25	LRSAM1
NR_073416	chr9	+	130159416	130170170	130170170	130170170	7	SLC2A8
NM_001286698	chr9	+	130186652	130207651	130206381	130207476	3	ZNF79
NM_001252334	chr9	-	130500595	130533648	130501024	130529490	12	SH2D3C
NM_130459	chr9	-	130493802	130497628	130495494	130497549	3	TOR2A
NR_037473	chr9	-	130452965	130453074	130453074	130453074	1	MIR3911
NM_001252018	chr9	-	130493802	130497628	130494312	130495770	4	TOR2A
NM_001142534	chr9	-	130500595	130517561	130501024	130517438	10	SH2D3C
NM_001252023	chr9	-	130493802	130497628	130494421	130495770	3	TOR2A
NM_001252021	chr9	-	130493802	130497628	130494312	130495770	4	TOR2A
NM_001134431	chr9	-	130493802	130497628	130495771	130497549	2	TOR2A
NM_001142531	chr9	-	130500595	130524719	130501024	130511566	11	SH2D3C
NM_001142532	chr9	-	130500595	130524697	130501024	130511566	11	SH2D3C
NM_001142533	chr9	-	130500595	130517583	130501024	130517438	10	SH2D3C
NM_001134430	chr9	-	130493802	130497628	130494421	130497549	4	TOR2A
NM_005489	chr9	-	130500595	130533648	130501024	130533508	11	SH2D3C
NM_144965	chr9	+	130478357	130493879	130478424	130493684	14	TTC16
NM_001012502	chr9	+	130469270	130476303	130469310	130476184	9	C9orf117
NM_001085347	chr9	-	130493802	130497628	130494312	130497549	5	TOR2A
NM_170600	chr9	-	130500595	130541048	130501024	130540906	12	SH2D3C
NM_001002913	chr9	-	130476226	130477936	130476378	130477918	5	PTRH1
NR_039819	chr9	-	130631693	130631774	130631774	130631774	1	MIR4672
NM_001278138	chr9	-	130577290	130609446	130577960	130588116	15	ENG
NR_039767	chr9	+	130548111	130548202	130548202	130548202	1	MIR3960
NM_001018078	chr9	+	130565459	130576360	130566575	130575883	15	FPGS
NM_001287003	chr9	-	130647599	130659687	130649804	130658535	5	ST6GALNAC6
NM_001287002	chr9	-	130647599	130667627	130648877	130658535	6	ST6GALNAC6
NM_004957	chr9	+	130565136	130576360	130565203	130575883	15	FPGS
NM_013443	chr9	-	130647599	130661927	130648877	130660260	7	ST6GALNAC6
NM_001114753	chr9	-	130577290	130617052	130577960	130616634	15	ENG
NM_000118	chr9	-	130577290	130617052	130578195	130616634	14	ENG
NR_104629	chr9	-	130647599	130667627	130667627	130667627	6	ST6GALNAC6
NM_001261	chr9	+	130548304	130553052	130548427	130551822	7	CDK9
NM_000476	chr9	-	130628758	130640022	130630286	130636896	7	AK1
NM_001288803	chr9	+	130565136	130576360	130565203	130575883	14	FPGS
NR_036055	chr9	+	130548196	130548286	130548286	130548286	1	MIR2861
NM_001286999	chr9	-	130647599	130661927	130648750	130660260	7	ST6GALNAC6
NR_110170	chr9	+	130565136	130576360	130576360	130576360	15	FPGS
NM_001287001	chr9	-	130647599	130659687	130648877	130658535	6	ST6GALNAC6
NM_001287000	chr9	-	130647599	130661927	130648877	130658535	6	ST6GALNAC6
NM_001035254	chr9	-	130702860	130742812	130705470	130742416	11	FAM102A
NM_173492	chr9	-	130683807	130689770	130684125	130689472	5	PIP5KL1
NM_203305	chr9	-	130702860	130712993	130705470	130710681	8	FAM102A
NM_001135219	chr9	-	130683807	130693076	130684125	130693031	10	PIP5KL1
NM_003863	chr9	-	130697373	130700763	130698000	130700099	4	DPM2
NR_033374	chr9	-	130873449	130881013	130881013	130881013	5	SLC25A25-AS1
NM_001265614	chr9	+	130853742	130871537	130854149	130869723	11	SLC25A25
NM_001256335	chr9	-	130882971	130890467	130883423	130886093	8	PTGES2
NM_198938	chr9	-	130882971	130890741	130883423	130886093	8	PTGES2
NM_024112	chr9	+	130922538	130926207	130922686	130925894	2	C9orf16
NM_025072	chr9	-	130882971	130890741	130883423	130889996	7	PTGES2
NM_052901	chr9	+	130860760	130871537	130860845	130869723	10	SLC25A25
NM_005564	chr9	+	130911731	130915734	130911804	130915398	7	LCN2
NM_197956	chr9	-	130823511	130829599	130825706	130829380	2	NAIF1
NR_024425	chr9	+	130890807	130892913	130892913	130892913	1	PTGES2-AS1
NR_049766	chr9	+	130860760	130871537	130871537	130871537	10	SLC25A25
NM_001006641	chr9	+	130830478	130871537	130830598	130869723	10	SLC25A25
NM_001006642	chr9	+	130853742	130871537	130854149	130869723	10	SLC25A25
NM_001040011	chr9	+	131038424	131051268	131038424	131050995	5	SWI5
NR_036110	chr9	-	131007225	131007309	131007309	131007309	1	MIR3154
NM_001288739	chr9	+	130965633	131017527	130965749	131016993	21	DNM1
NM_001288738	chr9	+	130965633	131017527	130965749	131015401	22	DNM1
NR_029619	chr9	-	131006999	131007109	131007109	131007109	1	MIR199B
NM_004486	chr9	-	131018107	131038268	131019345	131038255	26	GOLGA2
NM_004408	chr9	+	130965633	131017527	130965749	131016993	21	DNM1
NM_001288737	chr9	+	130965633	131017527	130965749	131015401	22	DNM1
NM_001005336	chr9	+	130965633	131017527	130965749	131015401	22	DNM1
NM_005094	chr9	+	131102838	131123749	131105411	131122770	13	SLC27A4
NR_039815	chr9	+	131154899	131154987	131154987	131154987	1	MIR219B
NM_016174	chr9	+	131182758	131199630	131183156	131198184	13	CERCAM
NM_016035	chr9	+	131084790	131096351	131085137	131095924	7	COQ4
NM_001265582	chr9	+	131133597	131154295	131133659	131150180	3	URM1
NM_001135947	chr9	+	131133597	131154295	131133659	131151792	4	URM1
NR_029837	chr9	-	131154896	131154993	131154993	131154993	1	MIR219A2
NR_049743	chr9	+	131133597	131154295	131154295	131154295	5	URM1
NM_001286760	chr9	+	131181438	131199630	131185183	131198184	13	CERCAM
NM_030914	chr9	+	131133597	131154295	131133659	131152013	5	URM1
NM_001242354	chr9	+	131218284	131257119	131222837	131257010	16	ODF2
NM_001242353	chr9	+	131218284	131263571	131219684	131262534	21	ODF2
NM_001242352	chr9	+	131218284	131263571	131222837	131262534	21	ODF2
NM_002540	chr9	+	131218284	131263571	131222837	131262534	23	ODF2
NM_001499	chr9	+	131266970	131302156	131267084	131301993	14	GLE1
NM_153439	chr9	+	131218284	131257119	131218370	131257010	16	ODF2
NM_153437	chr9	+	131219185	131257119	131219684	131257010	17	ODF2
NM_153436	chr9	+	131217433	131257119	131217475	131257010	16	ODF2
NM_153435	chr9	+	131218284	131263571	131218370	131262534	21	ODF2
NM_153433	chr9	+	131218678	131263571	131219684	131262534	21	ODF2
NM_153432	chr9	+	131218284	131257119	131218370	131257010	16	ODF2
NM_153440	chr9	+	131218678	131257119	131218823	131257010	16	ODF2
NM_001003722	chr9	+	131266970	131304580	131267084	131303449	16	GLE1
NM_052844	chr9	-	131395939	131419129	131396022	131419005	9	WDR34
NM_001248001	chr9	+	131452253	131458675	131452265	131456943	8	SET
NM_001248000	chr9	+	131447364	131458675	131447446	131456943	8	SET
NM_001122821	chr9	+	131445933	131458675	131446174	131456943	8	SET
NM_003011	chr9	+	131451508	131458675	131451861	131456943	8	SET
NM_018201	chr9	+	131549485	131572711	131549632	131570158	12	TBC1D13
NR_046240	chr9	+	131486740	131495522	131495522	131495522	2	LOC100506100
NM_032799	chr9	-	131483148	131486408	131483459	131486372	5	ZDHHC12
NM_016390	chr9	-	131581929	131592100	131585043	131592059	12	C9orf114
NM_006336	chr9	-	131492066	131534213	131493615	131517844	16	ZER1
NM_004435	chr9	+	131580778	131584955	131580963	131584889	3	ENDOG
NM_001286772	chr9	+	131549485	131572711	131549632	131570158	10	TBC1D13
NM_001100876	chr9	+	131683173	131704320	131684602	131703992	13	PHYHD1
NM_174933	chr9	+	131683173	131704320	131684602	131704032	12	PHYHD1
NM_019594	chr9	+	131644390	131680317	131669443	131678650	4	LRRC8A
NM_001127245	chr9	+	131644390	131680317	131669443	131678650	3	LRRC8A
NM_001127244	chr9	+	131644780	131680317	131669443	131678650	4	LRRC8A
NM_001100877	chr9	+	131684561	131704320	131684602	131703992	10	PHYHD1
NM_014908	chr9	-	131707808	131710012	131707965	131709582	1	DOLK
NM_001135917	chr9	+	131843382	131852717	131843410	131851286	7	DOLPP1
NM_020438	chr9	+	131843382	131852717	131843410	131851286	8	DOLPP1
NM_020145	chr9	-	131770071	131790632	131770962	131790433	11	SH3GLB2
NM_032809	chr9	+	131799252	131834351	131802873	131832732	16	FAM73B
NM_001287046	chr9	-	131770071	131790632	131770962	131790433	12	SH3GLB2
NM_001287045	chr9	-	131770071	131790632	131770962	131790433	13	SH3GLB2
NR_072983	chr9	+	131843382	131852717	131852717	131852717	6	DOLPP1
NM_203434	chr9	-	131937830	131940540	131939116	131940331	1	IER5L
NM_021131	chr9	+	131873227	131911225	131873879	131909743	11	PPP2R4
NM_001193397	chr9	+	131873966	131911225	131882865	131909743	10	PPP2R4
NM_001271832	chr9	+	131873592	131911225	131873879	131909743	9	PPP2R4
NM_178003	chr9	+	131873592	131911225	131873879	131909743	9	PPP2R4
NM_178001	chr9	+	131873592	131911225	131873879	131909743	11	PPP2R4
NM_178000	chr9	+	131873592	131911225	131873879	131909743	10	PPP2R4
NM_001012715	chr9	+	132083294	132084882	132084092	132084791	2	C9orf106
NR_120685	chr9	+	132099201	132109756	132109756	132109756	4	LINC01503
NR_120686	chr9	+	132099201	132109756	132109756	132109756	4	LINC01503
NR_121587	chr9	+	132044694	132047998	132047998	132047998	3	LOC101929331
NM_016307	chr9	+	132427919	132484951	132428146	132484631	4	PRRX2
NM_001202403	chr9	-	132396882	132404448	132400068	132404278	5	ASB6
NM_001286798	chr9	+	132388431	132398410	132394982	132397743	4	NTMT1
NM_014064	chr9	+	132388431	132398410	132394982	132397743	4	NTMT1
NM_017873	chr9	-	132396882	132404448	132400068	132404278	6	ASB6
NM_177999	chr9	-	132396882	132404448	132400631	132404278	5	ASB6
NM_001286800	chr9	+	132388431	132398410	132394982	132397594	4	NTMT1
NM_001286803	chr9	+	132388431	132398410	132396434	132397743	3	NTMT1
NM_001286799	chr9	+	132388722	132398410	132394982	132397743	4	NTMT1
NM_001286802	chr9	+	132388431	132398410	132396434	132397743	3	NTMT1
NM_001286801	chr9	+	132388431	132398410	132394982	132397594	4	NTMT1
NR_104596	chr9	+	132388431	132398410	132398410	132398410	4	NTMT1
NM_001008563	chr9	+	132597695	132644117	132614834	132642552	26	USP20
NR_106914	chr9	+	132631883	132631950	132631950	132631950	1	MIR6855
NM_014506	chr9	+	132565431	132573560	132565491	132571862	5	TOR1B
NM_016520	chr9	-	132589563	132597572	132590439	132597500	9	C9orf78
NM_001110303	chr9	+	132597695	132644117	132614834	132642552	26	USP20
NM_006676	chr9	+	132597695	132644117	132614834	132642552	25	USP20
NM_000113	chr9	-	132575220	132586441	132576250	132586364	5	TOR1A
NM_001136557	chr9	+	132815984	132902448	132816211	132897400	20	GPR107
NM_020960	chr9	+	132815984	132902448	132816211	132897400	18	GPR107
NM_001136558	chr9	+	132815984	132902448	132816211	132897400	19	GPR107
NM_001287346	chr9	+	132815984	132892303	132848701	132891044	17	GPR107
NM_014286	chr9	+	132934856	132999583	132934942	132988766	8	NCS1
NM_001128826	chr9	+	132962871	132999583	132962880	132988766	8	NCS1
NM_000050	chr9	+	133320093	133376661	133327615	133376408	16	ASS1
NM_054012	chr9	+	133320093	133376661	133327615	133376408	15	ASS1
NR_106915	chr9	+	133501683	133501750	133501750	133501750	1	MIR6856
NM_021619	chr9	+	133539980	133558384	133540040	133557056	5	PRDM12
NR_027440	chr9	-	133452736	133454881	133454881	133454881	1	LOC100272217
NM_003934	chr9	+	133454959	133513739	133455067	133512409	19	FUBP3
NR_104230	chr9	+	133569146	133580281	133580281	133580281	8	EXOSC2
NM_001282709	chr9	+	133569146	133580281	133569178	133579161	8	EXOSC2
NM_014285	chr9	+	133569146	133580281	133569178	133579161	9	EXOSC2
NM_001282708	chr9	+	133569146	133580281	133569178	133579161	8	EXOSC2
NM_032843	chr9	-	133777824	133814239	133779450	133813994	7	FIBCD1
NM_005157	chr9	+	133710641	133763062	133710833	133761070	11	ABL1
NM_001145106	chr9	-	133777824	133814455	133779450	133813994	8	FIBCD1
NM_198180	chr9	-	133768814	133769225	133768814	133769225	1	QRFP
NR_033701	chr9	+	133971862	133998539	133998539	133998539	6	AIF1L
NM_001185096	chr9	+	133971862	133998539	133972016	133995636	6	AIF1L
NM_001185095	chr9	+	133971862	133998539	133972016	133995709	7	AIF1L
NM_031426	chr9	+	133971862	133998539	133972016	133995709	6	AIF1L
NM_033387	chr9	-	134133464	134151906	134136208	134151566	2	FAM78A
NM_032728	chr9	+	134165080	134184649	134165384	134183674	2	PPAPDC3
NM_001261451	chr9	-	134399182	134406662	134400426	134406561	7	UCK1
NM_001261450	chr9	-	134399182	134406662	134400426	134406561	7	UCK1
NR_002914	chr9	+	134361051	134361137	134361137	134361137	1	SNORD62A
NR_002914	chr9	+	134365872	134365958	134365958	134365958	1	SNORD62A
NM_001077366	chr9	+	134378288	134399193	134381540	134398493	19	POMT1
NM_001136114	chr9	+	134378288	134399193	134382825	134398493	18	POMT1
NM_031432	chr9	-	134399182	134406662	134400426	134406561	7	UCK1
NM_001135954	chr9	-	134399182	134406662	134400559	134406561	6	UCK1
NM_001077365	chr9	+	134378288	134399193	134379605	134398493	20	POMT1
NM_001136113	chr9	+	134378288	134399193	134379605	134398493	20	POMT1
NM_007171	chr9	+	134378288	134399193	134379605	134398493	20	POMT1
NR_003050	chr9	+	134361051	134361137	134361137	134361137	1	SNORD62B
NR_003050	chr9	+	134365872	134365958	134365958	134365958	1	SNORD62B
NM_001253882	chr9	-	134948737	134955274	134949084	134955231	3	MED27
NM_032536	chr9	+	135037333	135118220	135042218	135117498	8	NTNG2
NM_015046	chr9	-	135136826	135230372	135139625	135224815	26	SETX
NM_020064	chr9	+	135457992	135465640	135458184	135464909	3	BARHL1
NM_012204	chr9	+	135545727	135565470	135545985	135564332	5	GTF3C4
NM_018956	chr9	+	135754289	135765418	135759334	135765355	5	C9orf9
NM_001135031	chr9	+	135854097	135867084	135862065	135866437	6	GFI1B
NM_004188	chr9	+	135820931	135867074	135862065	135866437	11	GFI1B
NR_049862	chr9	+	135821093	135821158	135821158	135821158	1	MIR548AW
NM_001282632	chr9	-	136028334	136039332	136028963	136037799	6	GBGT1
NM_001271776	chr9	-	135973106	135996637	135973973	135996541	18	RALGDS
NM_001271775	chr9	-	135973106	136004788	135973973	136004705	18	RALGDS
NM_001271774	chr9	-	135973106	136006544	135973973	136006470	18	RALGDS
NM_021996	chr9	-	136028334	136039332	136028963	136037799	7	GBGT1
NM_006266	chr9	-	135973106	135996637	135973973	135996541	18	RALGDS
NM_001807	chr9	+	135937364	135947250	135937380	135947151	11	CEL
NR_001275	chr9	+	135957925	135962478	135962478	135962478	5	CELP
NM_001042368	chr9	-	135973106	136024607	135973973	136024367	18	RALGDS
NM_001288573	chr9	-	136028334	136039332	136028963	136029599	7	GBGT1
NM_001288572	chr9	-	136028334	136039332	136028963	136031448	7	GBGT1
NM_001282629	chr9	-	136028334	136039332	136029103	136037799	7	GBGT1
NR_106937	chr9	+	135927382	135927446	135927446	135927446	1	MIR6877
NM_014581	chr9	-	136080665	136084637	136081304	136084586	7	OBP2B
NM_020469	chr9	-	136130562	136150630	136131052	136150605	7	ABO
NR_110242	chr9	-	136080665	136084637	136084637	136084637	8	OBP2B
NM_001288987	chr9	-	136080665	136084637	136081304	136084586	7	OBP2B
NR_110243	chr9	-	136080665	136084637	136084637	136084637	6	OBP2B
NM_001280793	chr9	-	136228324	136243037	136230368	136232865	5	SURF4
NM_001279351	chr9	-	136271181	136283292	136272076	136280077	8	REXO4
NM_001279350	chr9	-	136271181	136283216	136272076	136279945	8	REXO4
NM_001278928	chr9	+	136223420	136228041	136223468	136228015	6	SURF2
NR_103995	chr9	-	136271181	136283216	136283216	136283216	6	REXO4
NR_103996	chr9	-	136271181	136283216	136283216	136283216	7	REXO4
NM_020385	chr9	-	136271181	136283216	136272076	136282964	8	REXO4
NR_002448	chr9	+	136217310	136217382	136217382	136217382	1	SNORD36A
NR_002447	chr9	+	136216250	136216325	136216325	136216325	1	SNORD24
NR_000017	chr9	+	136216948	136217019	136217019	136217019	1	SNORD36B
NR_000016	chr9	+	136217700	136217767	136217767	136217767	1	SNORD36C
NM_001280789	chr9	-	136228324	136243037	136230339	136242840	6	SURF4
NM_001279349	chr9	-	136271181	136283216	136272076	136282964	6	REXO4
NM_001278942	chr9	-	136197542	136203047	136199394	136202969	5	SURF6
NM_006753	chr9	-	136197542	136203047	136198704	136202969	5	SURF6
NR_103874	chr9	-	136197542	136203047	136203047	136203047	5	SURF6
NM_000972	chr9	+	136215068	136218280	136215098	136218221	8	RPL7A
NM_033161	chr9	-	136228324	136243037	136230368	136242840	6	SURF4
NM_017503	chr9	+	136223420	136228041	136223468	136228015	6	SURF2
NM_133640	chr9	-	136207750	136215011	136208354	136213517	5	MED22
NM_153710	chr9	+	136243283	136271220	136243344	136270545	18	STKLD1
NM_181491	chr9	-	136207750	136215011	136210969	136213517	4	MED22
NM_003172	chr9	-	136218659	136223361	136218767	136223329	9	SURF1
NR_103997	chr9	+	136243283	136271220	136271220	136271220	14	STKLD1
NM_001280792	chr9	-	136228324	136243037	136230604	136242840	5	SURF4
NM_001280788	chr9	-	136228324	136244820	136230368	136244723	6	SURF4
NM_001280791	chr9	-	136228324	136243037	136230368	136234240	6	SURF4
NM_001280790	chr9	-	136228324	136243037	136230368	136234240	7	SURF4
NM_001280787	chr9	-	136218659	136223361	136218767	136220791	8	SURF1
NM_017586	chr9	+	136325086	136335909	136325188	136333775	5	CACFD1
NM_001145099	chr9	-	136336215	136344276	136337142	136344181	9	SLC2A6
NM_017585	chr9	-	136336215	136344276	136337142	136344181	10	SLC2A6
NM_001080483	chr9	-	136379707	136390068	136379757	136389966	5	TMEM8C
NM_001145320	chr9	+	136397285	136440641	136401834	136439986	19	ADAMTSL2
NM_001080515	chr9	-	136443536	136445368	136444143	136445345	2	FAM163B
NM_014694	chr9	+	136399974	136440641	136401834	136439986	19	ADAMTSL2
NM_001242370	chr9	+	136325086	136335909	136325188	136333833	5	CACFD1
NM_001242369	chr9	+	136325086	136335909	136325188	136333833	6	CACFD1
NM_001135775	chr9	+	136325086	136335909	136325188	136333775	4	CACFD1
NM_000787	chr9	+	136501484	136524466	136501493	136523569	12	DBH
NR_102735	chr9	-	136519708	136522530	136522530	136522530	2	DBH-AS1
NR_015427	chr9	+	136890560	136896719	136896719	136896719	3	LINC00094
NM_007371	chr9	-	136895445	136933141	136898711	136918599	12	BRD3
NR_023344	chr9	-	137029561	137029686	137029686	137029686	1	RNU6ATAC
NM_017588	chr9	+	137001209	137025094	137004999	137023115	14	WDR5
NM_052821	chr9	+	137004913	137025094	137004999	137023115	13	WDR5
NR_039816	chr9	+	137271256	137271318	137271318	137271318	1	MIR4669
NM_001291920	chr9	+	137271140	137332432	137293530	137328460	10	RXRA
NM_001291921	chr9	+	137298427	137332432	137300006	137328460	9	RXRA
NR_039696	chr9	-	137742587	137742653	137742653	137742653	1	MIR3689F
NR_039695	chr9	-	137742415	137742487	137742487	137742487	1	MIR3689E
NR_039694	chr9	-	137742122	137742202	137742202	137742202	1	MIR3689D2
